电视频道,#genre#
CCTV4,http://43.251.226.110:8880/play/16.m3u8
CCTV4,https://live.264788.xyz/channel/cctv4?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=cc1a7c2d76ea7e0ab85515d9318d6a67
CCTV4,http://69.30.245.50/live/cctv4.m3u8
CCTV4,http://123.113.104.82:85/tsfile/live/0004_1.m3u8?authid=0&key=txiptv&playlive=1
CCTV4,http://43.251.226.110:8880/play/17.m3u8
CCTV4,http://123.14.80.113:9003/hls/4/index.m3u8
CCTV4,http://198.204.228.26/live/cctv4hd.m3u8
CCTV4,https://live.264788.xyz/channel/cctv4?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=d9c90dcbb55c328cbe6415daad8f9b79
CCTV4,http://120.202.94.181:9446/tsfile/live/0004_1.m3u8?authid=0&key=txiptv&playlive=0
CCTV4,http://rihou.cc:555/tv/CCTV4K
CCTV4,https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4k_mbd.m3u8?auth_key=1776988800-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-6a8b68497842a22fb176138faa8bc3bf&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c
CCTV4,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8
CCTV4,http://112.27.235.94:8000/hls/4/index.m3u8
CCTV4,http://61.184.46.85:85/tsfile/live/0004_1.m3u8?authid=0%24%C3%A8%EF%BF%BD%E2%80%A0%C3%A5%C2%B7%EF%BF%BD%C3%A7%E2%80%9D%C2%B5%C3%A4%C2%BF%C2%A1&key=txiptv&playlive=1
CCTV4,http://go.bkpcp.top/mg/cctv4
CCTV4,http://43.251.226.110:8880/play/165.m3u8
CCTV4,http://101.200.122.188:1234/608807416
CCTV4,http://z.b.bkpcp.top/m.php?id=cctv4
CCTV4,http://k.061899.xyz/k.php?id=cctv4
CCTV4,http://43.251.226.110:8880/play/289.m3u8
CCTV4,http://43.251.226.110:8880/play/290.m3u8
CCTV4,https://dash2.antik.sk/live/test_cctv_tizen/playlist.m3u8
CCTV4,http://43.251.226.110:8880/play/540.m3u8
CCTV4,http://192.151.150.154/live/cctv4hd.m3u8
CCTV4,http://m.061899.xyz/mg/cctv4
CCTV4,http://43.251.226.110:8880/play/227.m3u8
CCTV4,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv4
CCTV4,http://101.200.122.188:1234/608807419
CCTV4,http://43.251.226.110:8880/play/103.m3u8
CCTV4,http://43.251.226.110:8880/play/351.m3u8
CCTV4,http://43.251.226.110:8880/play/352.m3u8
CCTV4,http://43.251.226.110:8880/play/166.m3u8
CCTV4,http://43.251.226.110:8880/play/582.m3u8
CCTV4,https://live.264788.xyz/channel/cctv4?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=58e05ee3e15a2d1956b7443ae4067dfa
CCTV4,http://j.s.bkpcp.top/jj/cctv4
CCTV4,http://go.bkpcp.top/mg/cctv4o
CCTV4,http://123.160.20.172:85/tsfile/live/0004_1.m3u8?authid=0&key=txiptv&playlive=1
CCTV4,http://60.10.139.113:8801/hls/4/index.m3u8
CCTV4,http://61.184.46.85:85/tsfile/live/0004_1.m3u8?authid=0%24%E8%8D%86%E5%B7%9E%E7%94%B5%E4%BF%A1&key=txiptv&playlive=1
CCTV4,http://120.211.62.180:8000/hls/4/index.m3u8
CCTV4,http://183.214.23.16:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-4H265_4000.m3u8
CCTV4,http://67.220.71.199:2347/livehttpplay?channel_id=30029
CCTV4,http://222.214.208.34:59901/tsfile/live/0004_1.m3u8
CCTV4,http://223.95.198.3:8000/hls/4/index.m3u8
CCTV4,http://43.251.226.110:8880/play/629.m3u8
CCTV4,http://153.0.171.163:85/tsfile/live/0004_1.m3u8?authid=0&key=txiptv&playlive=1

CCTV5,http://221.7.175.154:8445/tsfile/live/0113_1.m3u8?authid=0%24%C3%A5%C2%B9%C2%BF%C3%A8%C2%A5%C2%BF%C3%A5%C5%92%E2%80%94%C3%A6%C2%B5%C2%B7%C3%A8%EF%BF%BD%E2%80%9D%C3%A9%E2%82%AC%C5%A1&key=txiptv&playlive=1
CCTV5,http://221.7.175.154:8445/tsfile/live/1018_1.m3u8?authid=0%24%C3%A5%C2%B9%C2%BF%C3%A8%C2%A5%C2%BF%C3%A5%C5%92%E2%80%94%C3%A6%C2%B5%C2%B7%C3%A8%EF%BF%BD%E2%80%9D%C3%A9%E2%82%AC%C5%A1&key=txiptv&playlive=1
CCTV5,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv5p
CCTV5,http://113.241.133.180:85/tsfile/live/0005_1.m3u8?authid=0&key=txiptv&playlive=1
CCTV5,https://www.freetv.top/migu/641886683.m3u8?migutoken=3e5c01f93922de8d1c940fe15bb47349b27e8f7a2e624dde1a83dff3b2a80f58b7624151a3a4d00488edee34f202818557340903382fae02bb754084eb942bd50e59061df36fab62fb5b908903%24LR%E2%80%A220%E2%80%A2IPV4%E3%80%8E%E7%BA%BF%E8%B7%AF17%E3%80%8F
CCTV5,http://69.30.245.50/live/cctv5.m3u8
CCTV5,http://222.214.208.34:59901/tsfile/live/0005_1.m3u8
CCTV5,http://123.160.20.172:85/tsfile/live/1000_1.m3u8?authid=0&key=txiptv&playlive=1
CCTV5,http://123.14.80.113:9003/hls/18/index.m3u8
CCTV5,http://120.202.94.181:9446/tsfile/live/0005_1.m3u8?authid=0&key=txiptv&playlive=0
CCTV5,http://43.251.226.110:8880/play/583.m3u8
CCTV5,http://k.061899.xyz/k.php?id=cctv5
CCTV5,http://198.204.228.26/live/cctv5p.m3u8
CCTV5,http://107.150.60.122/live/cctv5p.m3u8
CCTV5,https://live.264788.xyz/channel/cctv5?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=504fa453c7bb756531e1811917356ce7
CCTV5,http://69.30.246.194/live/cctv5p.m3u8
CCTV5,http://183.214.23.16:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-5plusH265_4000.m3u8
CCTV5,http://123.113.104.82:85/tsfile/live/0005_1.m3u8?authid=0&key=txiptv&playlive=1
CCTV5,http://39.165.39.49:85/tsfile/live/1089_1.m3u8?authid=0%24%C3%A6%C2%B2%C2%B3%C3%A5%EF%BF%BD%E2%80%94%C3%A7%C2%A7%C2%BB%C3%A5%C5%A0%C2%A8%C3%A9%E2%80%A6%E2%80%99%C3%A5%C2%BA%E2%80%94&key=txiptv&playlive=0
CCTV5,https://live.264788.xyz/channel/cctv5?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=188da934b8ba25977f0ac6a59478a16b
CCTV5,http://192.151.150.154/live/cctv5hd.m3u8
CCTV5,http://j.s.bkpcp.top/jj/cctv5
CCTV5,http://go.bkpcp.top/mg/cctv5
CCTV5,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5
CCTV5,http://183.214.23.16:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-5H265_4000.m3u8
CCTV5,http://t.061899.xyz/tl/tl.php?id=cctv5
CCTV5,http://223.95.198.3:8000/hls/5/index.m3u8
CCTV5,http://43.251.226.110:8880/play/822.m3u8
CCTV5,https://live.264788.xyz/channel/cctv5p?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=98657a78f17179c4239d0009df18455c
CCTV5,http://192.151.150.154/live/cctv5p.m3u8
CCTV5,http://101.200.122.188:1234/641886683
CCTV5,http://m.061899.xyz/mg/cctv5p
CCTV5,https://live12.xiazhix1.top/live/38260737.m3u8
CCTV5,http://j.s.bkpcp.top/jj/cctv5p
CCTV5,https://live.264788.xyz/channel/cctv5?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=75e09d8ebb5b5dac2dd7ed2dd2f0ecac
CCTV5,http://74.91.26.218:82/live/cctv5hd.m3u8
CCTV5,http://107.150.60.122/live/cctv5hd.m3u8
CCTV5,http://z.b.bkpcp.top/m.php?id=cctv5
CCTV5,http://175.154.151.98:808/hls/5/index.m3u8
CCTV5,http://60.10.139.113:8801/hls/15/index.m3u8
CCTV5,http://101.66.199.163:9901/tsfile/live/0005_1.m3u8?authid=0%24LR%E2%80%A220%E2%80%A2IPV4%E3%80%8E%E7%BA%BF%E8%B7%AF4%E3%80%8F&key=txiptv&playlive=0
CCTV5,http://74.91.26.218:82/live/cctv5p.m3u8
CCTV5,http://221.226.51.220:50081/newlive/live/hls/5/live.m3u8
CCTV5,http://z.b.bkpcp.top/m.php?id=cctv5p
CCTV5,http://43.251.226.110:8880/play/630.m3u8

CCTV6,http://69.30.245.50/live/cctv6.m3u8
CCTV6,http://42.237.154.160:9003/hls/6/index.m3u8
CCTV6,http://175.154.151.98:808/hls/7/index.m3u8
CCTV6,http://8.138.7.223/tv/1905.php?id=LIVE3YPYZ30E7V1R0
CCTV6,http://43.251.226.110:8880/play/21.m3u8
CCTV6,http://m.061899.xyz/mg/cctv6
CCTV6,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv6
CCTV6,http://j.s.bkpcp.top/jj/cctv6
CCTV6,http://go.bkpcp.top/mg/cctv6
CCTV6,http://43.251.226.110:8880/play/543.m3u8
CCTV6,http://k.061899.xyz/k.php?id=cctv6
CCTV6,http://t.061899.xyz/tl/tl.php?id=cctv6
CCTV6,http://192.151.150.154/live/cctv6hd.m3u8
CCTV6,http://39.165.39.49:85/tsfile/live/1006_1.m3u8?authid=0%24%C3%A6%C2%B2%C2%B3%C3%A5%EF%BF%BD%E2%80%94%C3%A7%C2%A7%C2%BB%C3%A5%C5%A0%C2%A8%C3%A9%E2%80%A6%E2%80%99%C3%A5%C2%BA%E2%80%94&key=txiptv&playlive=0
CCTV6,http://221.7.175.154:8445/tsfile/live/1004_1.m3u8?authid=0%24%C3%A5%C2%B9%C2%BF%C3%A8%C2%A5%C2%BF%C3%A5%C5%92%E2%80%94%C3%A6%C2%B5%C2%B7%C3%A8%EF%BF%BD%E2%80%9D%C3%A9%E2%82%AC%C5%A1&key=txiptv&playlive=1
CCTV6,http://123.160.20.172:85/tsfile/live/0006_1.m3u8?authid=0&key=txiptv&playlive=1
CCTV6,http://183.214.23.16:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-6H265_4000.m3u8
CCTV6,http://223.95.198.3:8000/hls/6/index.m3u8
CCTV6,http://123.113.104.82:85/tsfile/live/0006_1.m3u8?authid=0&key=txiptv&playlive=1
CCTV6,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv6hd
CCTV6,http://43.251.226.110:8880/play/20.m3u8
CCTV6,http://198.204.228.26/live/cctv6hd.m3u8
CCTV6,http://107.150.60.122/live/cctv6hd.m3u8
CCTV6,http://101.200.122.188:1234/624878396
CCTV6,http://116.76.254.170:44330/tsfile/live/0006_1.m3u8?authid=0&key=txiptv&playlive=0
CCTV6,https://live.264788.xyz/channel/cctv6?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=6c8f16bfd8cad4d6e8d218cb2dbcf19c
CCTV6,http://153.0.171.163:85/tsfile/live/0006_1.m3u8?authid=0&key=txiptv&playlive=1
CCTV6,http://222.214.208.34:59901/tsfile/live/0006_1.m3u8
CCTV6,http://101.66.199.163:9901/tsfile/live/0006_1.m3u8?authid=0%24LR%E2%80%A217%E2%80%A2IPV4%E3%80%8E%E7%BA%BF%E8%B7%AF6%E3%80%8F&key=txiptv&playlive=0

CCTV7,http://223.95.198.3:8000/hls/7/index.m3u8
CCTV7,http://69.30.245.50/live/cctv7.m3u8
CCTV7,http://221.7.175.154:8445/tsfile/live/1005_1.m3u8?authid=0%24%C3%A5%C2%B9%C2%BF%C3%A8%C2%A5%C2%BF%C3%A5%C5%92%E2%80%94%C3%A6%C2%B5%C2%B7%C3%A8%EF%BF%BD%E2%80%9D%C3%A9%E2%82%AC%C5%A1&key=txiptv&playlive=1
CCTV7,http://123.14.80.113:9003/hls/7/index.m3u8
CCTV7,http://101.66.199.163:9901/tsfile/live/0007_1.m3u8?authid=0%24LR%E2%80%A215%E2%80%A2IPV4%E3%80%8E%E7%BA%BF%E8%B7%AF4%E3%80%8F&key=txiptv&playlive=0
CCTV7,http://192.151.150.154/live/cctv7hd.m3u8
CCTV7,http://39.165.39.49:85/tsfile/live/1007_1.m3u8?authid=0%24%C3%A6%C2%B2%C2%B3%C3%A5%EF%BF%BD%E2%80%94%C3%A7%C2%A7%C2%BB%C3%A5%C5%A0%C2%A8%C3%A9%E2%80%A6%E2%80%99%C3%A5%C2%BA%E2%80%94&key=txiptv&playlive=0
CCTV7,https://live.264788.xyz/channel/cctv7?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=b2afe5077dfacc2dc295b163201d9f8b
CCTV7,http://42.237.154.160:9003/hls/7/index.m3u8
CCTV7,http://198.204.228.26/live/cctv7hd.m3u8
CCTV7,http://43.251.226.110:8880/play/22.m3u8
CCTV7,http://112.27.235.94:8000/hls/8/index.m3u8
CCTV7,http://120.202.94.181:9446/tsfile/live/0007_1.m3u8?authid=0&key=txiptv&playlive=0
CCTV7,http://183.214.23.16:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-7H265_4000.m3u8
CCTV7,https://live.264788.xyz/channel/cctv7?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=043ecb8ede7fbe890d88633af70d7cb3
CCTV7,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv7hd
CCTV7,https://live.264788.xyz/channel/cctv7?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=3486ebf3d4e652ede40ade48d653f610
CCTV7,http://183.11.239.36:808/hls/25/index.m3u8
CCTV7,https://live.264788.xyz/channel/cctv7?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=0153a69238ce5820014fb09aec713799
CCTV7,http://113.241.133.180:85/tsfile/live/0007_1.m3u8?authid=0&key=txiptv&playlive=1
CCTV7,http://107.150.60.122/live/cctv7hd.m3u8
CCTV7,http://101.200.122.188:1234/673168121
CCTV7,http://61.184.46.85:85/tsfile/live/0007_1.m3u8?authid=0%24%C3%A8%EF%BF%BD%E2%80%A0%C3%A5%C2%B7%EF%BF%BD%C3%A7%E2%80%9D%C2%B5%C3%A4%C2%BF%C2%A1&key=txiptv&playlive=1
CCTV7,http://182.150.23.74:808/hls/7/index.m3u8
CCTV7,http://123.160.20.172:85/tsfile/live/0007_1.m3u8?authid=0&key=txiptv&playlive=1

CCTV8,http://112.27.235.94:8000/hls/9/index.m3u8
CCTV8,http://z.b.bkpcp.top/m.php?id=cctv8
CCTV8,http://120.202.94.181:9446/tsfile/live/0008_1.m3u8?authid=0&key=txiptv&playlive=0
CCTV8,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv8hd
CCTV8,http://go.bkpcp.top/mg/cctv8
CCTV8,http://m.061899.xyz/mg/cctv8
CCTV8,http://rihou.cc:555/tv/CCTV8K
CCTV8,http://j.s.bkpcp.top/jj/cctv8
CCTV8,http://39.165.39.49:85/tsfile/live/1008_1.m3u8?authid=0%24%C3%A6%C2%B2%C2%B3%C3%A5%EF%BF%BD%E2%80%94%C3%A7%C2%A7%C2%BB%C3%A5%C5%A0%C2%A8%C3%A9%E2%80%A6%E2%80%99%C3%A5%C2%BA%E2%80%94&key=txiptv&playlive=0
CCTV8,http://192.151.150.154/live/cctv8k.m3u8
CCTV8,http://k.061899.xyz/k.php?id=cctv8
CCTV8,http://198.204.228.26/live/cctv8k.m3u8
CCTV8,http://t.061899.xyz/tl/tl.php?id=cctv8
CCTV8,http://43.251.226.110:8880/play/25.m3u8
CCTV8,http://42.237.154.160:9003/hls/8/index.m3u8
CCTV8,http://123.14.80.113:9003/hls/8/index.m3u8
CCTV8,http://221.7.175.154:8445/tsfile/live/1006_1.m3u8?authid=0%24%C3%A5%C2%B9%C2%BF%C3%A8%C2%A5%C2%BF%C3%A5%C5%92%E2%80%94%C3%A6%C2%B5%C2%B7%C3%A8%EF%BF%BD%E2%80%9D%C3%A9%E2%82%AC%C5%A1&key=txiptv&playlive=1
CCTV8,http://183.214.23.16:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-8H265_4000.m3u8
CCTV8,http://223.95.198.3:8000/hls/8/index.m3u8
